Date|Time|Description|row_id|key_entities_ticker|key_entities_company|key_entities_person|key_entities_sector|key_entities_country|key_entities_event|key_entities_economic|key_entities_policy|key_entities_central_bank|key_entities_commodity|key_entities_crypto|key_entities_index|key_entities_geopolitical|key_entities_source|key_entities_rating|key_entities_metric|new_summary|sentiment_score|reasoning|api_error
2026-01-28|13:00:32|POWELL: ECONOMY HAS ONCE AGAIN SUPRISED US WITH ITS STRENGTH|100|||POWELL||||ECONOMY||||||||||Federal Reserve Chair Powell announced that the economy has unexpectedly shown resilience, indicating a stronger than anticipated economic performance.|4.0|The positive portrayal of the economy's strength suggests an optimistic outlook on economic conditions, which is reflected in the bullish sentiment score.|
2026-01-28|13:01:30|SPOT GOLD HITS FRESH RECORD HIGH AT $5 331.27/OZ|101||||||record high||||gold||||||price|Gold prices have reached a new record high, topping $5,331.27 per ounce.|4.0|The increase in gold prices to a record high indicates strong demand and investor confidence in the commodity, suggesting a bullish sentiment in the market.|
2026-01-28|13:06:30|🚨 TRUMP'S FED CHAIR PICK MAY COME IN WEEK OR SO: BESSENT TO YAHOO|102|||TRUMP,BESSENT|||FED CHAIR PICK|||FED|||||YAHOO|||The announcement regarding Trump's Federal Reserve Chair pick is anticipated within the next week, according to Bessent's comments relayed to Yahoo.|3.0|The news is neutral as it indicates an upcoming decision without expressing a clear positive or negative outcome for the markets.|
2026-01-28|13:07:30|POWELL: EXPECT TARIFF INFLATION TO TOP OUT ROUGHLY NEAR MIDDLE OF 2026|103|||POWELL|||TARIFF INFLATION|INFLATION|||||||||MIDDLE OF 2026|Federal Reserve Chairman Powell suggests that tariff-related inflation is expected to peak around mid-2026.|3.0|The statement is neutral, reflecting a forecast without strong bullish or bearish implications, as it simply addresses anticipated inflation trends.|
2026-01-28|13:07:31|POWELL: A LOT OF GEOPOLITICAL RISKS ARE AROUND ENERGY AND OIL  SO FAR DON'T SEE MUCH|104|||POWELL|Energy,Oil||||||Energy,Oil|||GEOPOLITICAL RISKS||||Federal Reserve Chair Jerome Powell highlights ongoing geopolitical risks related to energy and oil but notes a lack of visible impact so far.|3.0|The sentiment reflects a neutral stance on the geopolitical situation in energy and oil markets, indicating caution without a strong negative or positive bias.|
2026-01-28|13:11:30|POWELL: ASKED ABOUT ADVICE FOR HIS SUCCESSOR AS FED CHAIR  SAYS  STAY OUT OF POLITICS|105|||POWELL|Finance|USA|Advice for successor,Fed Chair||Staying out of politics|Federal Reserve||||||||Federal Reserve Chair Powell advised his successor to remain apolitical amid questions regarding the future direction of the central bank.|3.0|The statement presents a neutral stance focusing on maintaining the integrity of the central bank. It neither indicates optimism nor pessimism about future monetary policy.|
2026-01-28|13:12:30|POWELL: DON'T TAKE MUCH MESSAGE FROM RISE IN PRICE FOR GOLD|106|||POWELL|||||||gold|||||||Federal Reserve Chair Jerome Powell indicates that the recent increase in gold prices should not be interpreted as a significant message regarding the economic outlook.|2.0|Powell's statement suggests a cautious view on gold's price rise, implying that it may not reflect broader economic trends. This signals a slightly bearish sentiment for gold investors.|
2026-01-28|13:13:30|POWELL: WE DON'T TAKE A STRONG SIGNAL FROM RISING GOLD  SILVER PRICES|107|||POWELL|||rising gold silver prices||||gold,silver|||||||Federal Reserve Chair Jerome Powell indicated that rising gold and silver prices do not provide a strong signal for monetary policy decisions.|2.0|The statement reflects a cautious approach, implying that Powell does not view the rise in gold and silver prices as a significant indicator, which indicates slight bearish sentiment.|
2026-01-28|13:17:30|POWELL: WE NEED TO KEEP EYE ON INFLATION|108|||POWELL||||INFLATION||||||||||Federal Reserve Chair Powell emphasized the importance of monitoring inflation as a key economic concern.|2.5|The statement is neutral, highlighting a standard economic alert without indicating a clear bullish or bearish trend.|
2026-01-28|13:17:31|POWELL ENDS PRESS CONFERENCE|109|||POWELL|||PRESS CONFERENCE|||||||||||Federal Reserve Chair Powell has concluded his press conference, which may impact market sentiments regarding monetary policy.|3.0|The sentiment is neutral as the conclusion of the press conference can lead to varying interpretations in the market without additional context or specific outcomes mentioned.|
2026-01-28|14:03:31|NORWAY SOVEREIGN WEALTH FUND'S HOLDINGS IN U.S. TREASURIES AMOUNT TO 9.4% OF FUND'S TOTAL INVESTMENTS AT DECEMBER 31 VS 9.2% AT JUNE 30  FUND DATA SHOWS|110|||||Norway,United States||U.S. Treasuries|||||||||9.4%,9.2%|The Norway Sovereign Wealth Fund has increased its holdings in U.S. Treasuries to 9.4% of its total investments as of December 31, up from 9.2% on June 30, according to fund data.|4.0|The increase in holdings indicates growing confidence in U.S. Treasuries, suggesting a bullish outlook by the fund on U.S. government debt.|
2026-01-28|14:04:30|*META 4Q EPS $8.88 VS. $8.02 Y/Y  *META 4Q REV. $59.89B  EST. $58.42B  *META SEES 1Q REV. $53.5B TO $56.5B  EST. $51.27B|111|META|Meta||||earnings report||||||||||EPS,revenue|Meta's fourth-quarter earnings exceeded expectations with an EPS of $8.88 and revenue of $59.89 billion, prompting a positive outlook for the first quarter.|4.0|The strong earnings report and positive guidance for future revenue indicate a bullish outlook for Meta, exceeding market expectations and reflecting solid financial performance.|
2026-01-28|14:04:31|*META SEES 2026 CAPEX $115B TO $135B  EST. $110.62B  *META SEES 2026 TOTAL EXPENSES $162B TO $169B  EST. $151B|112|META|Meta||||||||||||||CAPEX,TOTAL EXPENSES|Meta's projected capital expenditures for 2026 are estimated between $115 billion and $135 billion, while total expenses are expected to range from $162 billion to $169 billion, both exceeding previous estimates.|4.0|The projections indicate a significant investment from Meta, suggesting strong growth prospects despite high expenses. The upward revisions of estimates are generally viewed positively by the market.|
2026-01-28|14:06:30|*TESLA 4Q ADJ EPS 50C  EST. 45C|113|TSLA|Tesla||||||||||||||EPS|Tesla reported a fourth-quarter adjusted earnings per share (EPS) of 50 cents, surpassing the estimated 45 cents.|4.0|The reported EPS exceeded expectations, indicating strong performance and potentially positive sentiment among investors.|
2026-01-28|14:08:30|*TESLA 4Q REV. $24.90B  EST. $25.11B *TESLA 4Q OPER INCOME $1.41B  EST. $1.32B *TESLA 4Q ADJ EPS 50C  EST. 45C|114|TSLA|Tesla||||||||||||||revenue,operating income,adjusted EPS|Tesla reported a 4Q revenue of $24.90B, slightly below estimates but exceeded in operating income and adjusted EPS.|3.5|While Tesla's revenue fell short of estimates, it still demonstrated strong performance in operating income and adjusted EPS, indicating overall positive financial health.|
2026-01-28|14:44:32|ZELENSKY: RUSSIA PLANS MASSIVE NEW STRIKE  Ukrainian President Volodymyr Zelensky said intelligence shows Russia is preparing a major new attack. He warned that Ukraine’s energy and heating systems remain vulnerable and urged Europe  the U.S.  and the EU to act. Zelensky said Russian strikes undermine peace efforts and called for stronger pressure to stop them.|115|||Volodymyr Zelensky|Energy|Ukraine,Russia,U.S.,EU|major new attack|||||||Russia-Ukraine conflict||||Ukrainian President Volodymyr Zelensky warned of a significant upcoming Russian attack, emphasizing vulnerabilities in Ukraine's energy systems. He called on Europe, the U.S., and the EU to strengthen their response to the ongoing conflict.|1.0|The warning of a massive strike by Russia suggests heightened tensions and instability, which contributes to a bearish sentiment regarding the geopolitical situation.|
2026-01-28|14:50:31|UNITED STATES IS HANDING OVER A SEIZED OIL TANKER TO VENEZUELA  TWO U.S. OFFICIALS SAY|116||||Oil|United States,Venezuela|handing over of seized oil tanker||||Oil||||U.S. officials|||The United States is set to hand over a seized oil tanker to Venezuela, according to two U.S. officials. This development may significantly impact the oil trade between the two countries.|3.0|The news is neutral as it reflects a transactional agreement rather than an overall positive or negative shift in market sentiment.|
2026-01-29|04:18:34|MICROSOFT REMOVED AS TOP PICK AT MORGAN STANLEY|0|MSFT|Microsoft|Morgan Stanley|||removed as top pick|||||||||||Microsoft has been removed as a top pick by Morgan Stanley, indicating a potential shift in analyst sentiment.|1.0|The removal from a top pick suggests a bearish outlook on Microsoft's stock performance. This action by Morgan Stanley may lead to decreased investor confidence.|
2026-01-29|05:55:35|TRUMP REITERATES CRITICISM OF POWELL|1|||TRUMP,POWELL||||||||||||||Former President Trump has repeated his criticisms directed at Federal Reserve Chair Jerome Powell.|1.0|The criticism indicates unease regarding monetary policy, suggesting a bearish outlook. Trump's repeated negative stance reflects potential volatility in economic sentiment.|
2026-01-29|05:56:35|TRUMP ON FED: WE SHOULD BE PAYING LOWEST INTEREST RATE OF ANY COUNTRY IN WORLD|2|||TRUMP||WORLD||INTEREST RATE||FED||||||||Donald Trump suggests that the U.S. should maintain the lowest interest rates globally as proposed by the Federal Reserve.|4.0|The statement reflects a bullish perspective on low interest rates, which can stimulate economic growth. Trump's strong recommendation indicates confidence in the economic benefits of low borrowing costs.|
2026-01-29|05:56:36|TRUMP ON FED:WE SHOULD HAVE A SUBSTANTIALLY LOWER RATE NOW|3|||TRUMP|||FED||LOWER RATE|FED||||||||Trump advocates for significantly lower interest rates from the Federal Reserve to support the economy.|4.0|The statement suggests a bullish stance on economic growth due to lower rates, indicating a positive outlook. High-profile endorsements for lower rates often boost market sentiment.|
2026-01-29|05:57:35|TRUMP: OTHER COUNTRIES ONLY PAYING LOW INTEREST BECAUSE OF U.S.|4|||TRUMP||U.S.||||||||||||Trump indicates that other countries benefit from lower interest rates due to U.S. policies, highlighting the influence of the U.S. on global finance.|3.0|The statement reflects a neutral perspective, emphasizing the U.S.'s role without showing strong positive or negative sentiment.|
2026-01-29|05:57:36|**TRUMP: CUT RATES NOW**  Jerome “Too Late” Powell is refusing to cut interest rates for no good reason. Inflation is no longer a threat  yet high rates are hurting our economy  national security  and costing America hundreds of billions in unnecessary interest.  With tariffs bringing in billions and strengthening our country  the U.S. should have the lowest interest rates in the world. The Fed must substantially lower rates—now.|5|||Trump,Jerome Powell|Economy,National Security|United States|Interest Rate Cut|Inflation,Interest Rates||Federal Reserve|||||||Interest|Trump calls for immediate interest rate cuts from Jerome Powell, claiming high rates are detrimental to the U.S. economy and national security, despite inflation no longer being a concern.|1.0|The language used is critical of the current interest rate policy, suggesting a bearish outlook on the economy due to high rates. The emphasis on the negative impacts of high rates indicates a strong opposition to the Federal Reserve's decisions.|
2026-01-29|05:58:35|TRUMP: I HAVE BEEN 'GENTLE' TO COUNTRIES BUT WITH 'MERE FLIP OF THE PEN' MORE MONEY WOULD COME TO U.S.|6|||TRUMP||U.S.|||trade policy|||||||||Trump suggests that a more aggressive approach to international relations could result in increased financial benefits for the U.S.|4.0|The statement conveys a bullish sentiment regarding potential economic gains for the U.S., indicating optimism about future monetary influx.|
2026-01-29|06:01:35|**ECB MAY TALK DOWN STRONG EURO**  The ECB is likely to keep rates unchanged on Feb. 5  but may address the euro’s recent strength. A stronger euro could slow inflation  increasing the chances of another rate cut this year. Markets currently see little risk of cuts  but any ECB signal could curb the euro’s rise.|7|||||Eurozone|ECB meeting,rate decision,addressing euro strength|inflation,rate cut||ECB|||||||euro strength|The ECB is expected to maintain current rates in the upcoming meeting while addressing the recent strength of the euro, which may impact inflation and potential rate cuts. Current market sentiment shows minimal risk of cuts unless influenced by ECB communications.|2.5|The tweet conveys a neutral outlook on the ECB's stance regarding the euro's strength and potential monetary policy changes, indicating balanced concerns without extreme bullish or bearish sentiment.|
2026-01-29|06:02:35|BYTEDANCE  ALIBABA TO LAUNCH NEW AI MODELS IN MID-FEBRUARY - THE INFORMATION|8||Bytedance,Alibaba||Technology||Launch of new AI models||||||||The Information|||Bytedance and Alibaba are set to launch new AI models in mid-February, according to The Information.|4.0|The announcement of new AI models indicates innovation and progress in technology, which is typically viewed positively by investors.|
2026-01-29|06:13:35|CHINA TO CUT UK WHISKY TARIFF TO 5% FROM 10%  PM'S OFFICE SAYS|9||||whiskey|China,UK|tariff cut||tariff reduction||whiskey|||||||China plans to reduce the tariff on UK whiskey from 10% to 5%, as announced by the Prime Minister's office.|4.0|The tariff cut indicates a more favorable trade relationship between China and the UK, which is usually viewed positively in the market, suggesting a bullish sentiment.|
2026-01-29|06:29:35|TRUMP BORDER CZAR HOMAN IN MINNESOTA: COOPERATION AGREEMENT WOULD ALLOW ICE DRAWDOWN|10|||TRUMP,HOMAN||MINNESOTA|COOPERATION AGREEMENT,ICE DRAWDOWN|||||||||||Trump's border czar, Homan, commented in Minnesota about a cooperation agreement that would facilitate an ICE drawdown.|3.0|The statement reflects a neutral stance regarding immigration policy, indicating possible cooperation without a strong positive or negative sentiment.|
2026-01-29|06:30:35|*US FINAL 3Q LABOR PRODUCTIVITY RISES 4.9% Q/Q; EST. +4.9%  *US FINAL 3Q LABOR COST FALLS 1.9% Q/Q; EST. -1.9%|11||||Labor Productivity,Labor Cost|US|Final 3Q Labor Productivity,Final 3Q Labor Cost|Labor Productivity,Labor Cost|||||||||4.9%,-1.9%|US labor productivity rose by 4.9% in Q3, matching expectations, while labor costs fell by 1.9%, also in line with estimates.|4.0|The rise in productivity is a positive indicator for economic growth, and the fall in labor costs suggests improved efficiency. Both metrics meeting expectations further enhances a bullish sentiment.|
2026-01-29|06:31:35|US JOBLESS CLAIMS -1K TO 209K IN JAN-24 WK; SURVEY 205K  US JAN-17 WEEK CONTINUING CLAIMS -38K TO 1 827 000  US JAN-17 WEEK JOBLESS CLAIMS REVISED TO 210K|12||||labor market|US|jobless claims|employment data|||||||||jobless claims,continuing claims|US jobless claims decreased by 1,000 to 209,000, slightly above the expected 205,000 for the January 24 week, while continuing claims fell by 38,000 to 1,827,000 in the January 17 week.|3.0|The slight decrease in jobless claims and continuing claims indicate stability in the labor market, leading to a neutral sentiment about economic conditions.|
2026-01-29|06:31:36|US TRADE BALANCE ACTUAL -56.8B (FORECAST -44B  PREVIOUS -29.4B)|13|||||United States|Trade Balance|Trade Balance Actual,Forecast,Previous|||||||||Billion|The US trade balance fell significantly to -$56.8 billion, worse than the forecast of -$44 billion and the previous value of -$29.4 billion.|1.0|The considerably larger trade deficit than anticipated is a negative indicator for the economy, reflecting weaker international trade conditions.|
2026-01-29|06:32:35|US TRADE BALANCE WIDENS MOM BY MOST SINCE 1992|14|||||US|TRADE BALANCE WIDENS|||||||||||The US trade balance has widened month-over-month, marking the most significant increase since 1992.|1.0|The widening trade balance is typically viewed as a potential negative for economic growth, indicating increased imports or reduced exports. This development could raise concerns among investors about broader economic implications.|
2026-01-29|06:40:35|**FED INDEPENDENCE WORRIES PRESSURE DOLLAR  COMMERZBANK SAYS**  Concerns about political influence on the Fed weighed on the dollar after it held rates steady. Fed Chair Powell defended central bank independence  while Christopher Waller’s vote for a cut fuels speculation of politics creeping in. The DXY fell 0.1% to 96.369  according to Commerzbank.|15|DXY|Commerzbank|Jerome Powell,Christopher Waller|||Fed Independence Worries,Rate Decision|||Federal Reserve|||||||0.1%|Concerns regarding political influence on the Federal Reserve after its recent rate decision have led to a slight decline in the dollar index, as indicated by Commerzbank.|1.5|The tweet expresses bearish sentiment due to fears about the political impact on the Fed, which negatively influences the dollar.|
2026-01-29|06:54:35|*COPPER RISES MORE THAN 10% ABOVE $14 400 A TON ON LME|16||||metals||copper price rise||||copper||||||10%,$14 400|Copper prices have surged over 10%, surpassing $14,400 per ton on the London Metal Exchange (LME), indicating strong demand and market movement.|4.0|The significant increase in copper prices suggests bullish market sentiment, reflecting strong demand and potential positive momentum for this commodity.|
2026-01-29|06:58:35|**US TRADE DEFICIT SURGES AS IMPORTS RISE**  The US trade deficit widened to $56.8B in November  up from the lowest level since 2009  as imports rebounded and exports fell  Commerce Department data show. Imports rose 5%  led by pharmaceuticals and capital goods  while exports fell 3.6%. Deficits with China and Canada grew  though Mexico’s gap narrowed slightly. The surge reflects volatility from tariffs and policy shifts under the Trump administration.|17||||pharmaceuticals,capital goods|US,China,Canada,Mexico|trade deficit,import rise,export fall|trade deficit,imports,exports|tariffs,policy shifts||||||Commerce Department||$56.8B,5%,3.6%|The US trade deficit widened significantly to $56.8 billion in November due to a 5% rise in imports, particularly in the pharmaceuticals and capital goods sectors, while exports experienced a decline of 3.6%. Deficits increased with China and Canada, indicating ongoing challenges in trade relations amid shifting policy dynamics.|1.0|The tweet conveys a negative outlook on the US trade balance, highlighting rising import levels and falling exports, coupled with growing deficits with key trading partners, suggesting economic challenges.|
2026-01-29|07:10:36|**OIL PRICES STAY HIGH AMID GEOPOLITICAL RISKS**  Tensions with Iran  Kazakh outages  U.S. production freezes  and tighter Russian oil restrictions are keeping oil prices elevated  says Citi’s Anthony Yuen. Geopolitical risks add $3–$4 per barrel  lifting WTI 3.4% to $65.36 and Brent 3.3% to $70.65—both four-month highs.|18|WTI,Brent|Citi|Anthony Yuen|Oil|Iran,Kazakhstan,U.S.,Russia|||||Oil|||Geopolitical risks|||$3–$4 per barrel,3.4%,3.3%,four-month highs|Oil prices remain high due to geopolitical risks, with WTI rising 3.4% and Brent increasing 3.3%, reaching four-month highs according to Citi's analysis by Anthony Yuen.|4.0|The sentiment is bullish due to rising oil prices influenced by geopolitical tensions and production challenges, indicating strong market demand and limited supply.|
2026-01-29|07:13:35|**GAZPROM WARNS EU AS US GAS PRICES SURGE**  Gazprom says U.S. Henry Hub gas jumped 7% to $263.3 per 1 000 cubic meters  straining European markets. The U.S. is now both a key supplier and competitor for Europe  Gazprom notes  following the EU’s ban on Russian gas imports.|19||Gazprom||Energy|EU,US|Gas Price Surge,EU Ban on Russian Gas Imports||||Natural Gas||||||$263.3 per 1 000 cubic meters,7%|Gazprom has raised concerns about the impact of rising U.S. gas prices on European markets, noting a 7% increase in prices to $263.3 per 1,000 cubic meters. This situation arises as the U.S. becomes a significant supplier and competitor for Europe amid the EU's ban on Russian gas imports.|1.0|The mention of rising gas prices and the strain on European markets suggests a bearish outlook. Gazprom's warning indicates potential challenges for EU energy security, further emphasizing negative sentiment.|
2026-01-29|07:14:35|SPOT SILVER TOUCHES $121/OZ  EXTENDS RECORD HIGH  UP 3.62% INTRADAY|20||||||||||Silver||||||Price,Percentage|Spot silver has reached a record high of $121 per ounce, increasing by 3.62% intraday.|4.0|The significant increase in silver prices indicates a strong bullish trend in the commodity market, reflecting positive investor sentiment.|
2026-01-29|07:23:35|MUSK SAYS OPTIMUS 4 WILL BE BUILT IN TEXAS AT MUCH HIGHER VOLUME|21||Musk|Musk||Texas|||||||||||higher volume|Musk announced plans for Optimus 4 production to be located in Texas, signaling a significant increase in manufacturing volume.|4.0|The announcement reflects optimism about increased production capacity, which is generally viewed positively in the market.|
2026-01-29|07:24:35|BLACKSTONE PRESIDENT GRAY SAYS WE THINK REAL ESTATE HAS PLENTY OF ROOM TO RUN|22||BLACKSTONE|GRAY|Real Estate|||||||||||||Blackstone President Gray expresses confidence in the real estate sector, suggesting it has significant potential for growth.|4.0|The statement is optimistic, indicating a bullish outlook on real estate's future performance. This suggests positive sentiment towards investment in this sector.|
2026-01-29|07:30:36|**IRAN ANNOUNCES LIVE-FIRE NAVAL DRILLS IN STRAIT OF HORMUZ THIS WEEKEND**  Iran has issued a maritime warning for a live-ammunition naval exercise in the Strait of Hormuz  scheduled for Sunday and Monday.|23||||military,defense|Iran|naval drills,live-fire exercise|||||||Strait of Hormuz||||Iran is set to conduct live-fire naval drills in the strategically important Strait of Hormuz over the weekend, issuing a maritime warning in advance.|1.0|The announcement of military drills and the accompanying warning typically indicate increased tensions and risks in the region, leading to a bearish outlook.|
2026-01-29|07:32:35|TESLA SHARES RISE 1.4% AFTER Q4 RESULTS|24|TSLA|Tesla||||Q4 Results|||||||||||Tesla shares increased by 1.4% following the release of its Q4 results.|4.0|The rise in Tesla's stock price indicates positive investor sentiment following its quarterly earnings report, suggesting favorable performance.|
2026-01-29|07:41:35|**GOLD SOARS PAST $5 500 AMID STRONG DEMAND**  Gold tops $5 500 an ounce  reaching $5 579  up 5% in a day. Banks see more upside: SocGen and Deutsche Bank target $6 000  Morgan Stanley $5 700  and Goldman Sachs $5 400 by year-end. Rising demand  potential rate cuts  and central bank buying support higher prices. Silver also hits records  trading at $120.81.|25|GOLD,SI|SocGen,Deutsche Bank,Morgan Stanley,Goldman Sachs||metals|||rate cuts||central banks|gold,silver||||||$5 500,$5 579,$6 000,$5 700,$5 400,$120.81|Gold has surged past $5,500 an ounce, now reaching $5,579 due to increased demand, and major banks project further gains by year-end. Silver also sets a record at $120.81.|4.5|The significant rise in gold prices coupled with optimistic projections from reputable banks indicates a strong bullish sentiment. Increased demand and potential central bank actions further support positive market sentiment.|
2026-01-29|07:46:35|U.S. STOCKS EXTEND FALL  NASDAQ DOWN 1.01 PCT|26|||||U.S.|||||||NASDAQ||||1.01 PCT|U.S. stocks continue to decline, with the NASDAQ dropping by 1.01%.|1.0|The mention of a decline in stock indices indicates a bearish sentiment in the market. A 1.01% drop is significant, reflecting investor concerns.|
2026-01-29|07:54:35|OIL FUTURES EXTEND GAINS  BRENT CRUDE PRICES UP BY 5% TO THEIR HIGHEST SINCE AUGUST 2024 ON RISING CONCERNS ABOUT A POSSIBLE U.S. MILITARY ATTACK ON IRAN|27||||Energy|United States,Iran|military attack||||Brent Crude|||U.S. military attack on Iran|||5% increase|Brent Crude prices surged by 5%, reaching their highest levels since August 2024, due to increasing concerns about a potential U.S. military strike on Iran.|4.0|The significant price increase reflects bullish sentiment in the oil market, driven by geopolitical tensions that often elevate oil prices.|
2026-01-29|07:57:35|$TSLA** - CANTOR FITZGERALD BULLISH ON TESLA: $510 TARGET**  Cantor Fitzgerald reiterates an Overweight rating on Tesla with a $510 price target. Despite slightly lower vehicle deliveries  Tesla beat 4Q expectations and grew its Energy segment. FY26 plans include >$20B capex  ramping Robotaxi  Cybercab  and Optimus production  and pursuing FSD approval in China and Europe. Cantor sees these AI  autonomy  and robotics initiatives as long-term growth catalysts  though notes upside may be limited at current levels.|28|$TSLA|Tesla|Cantor Fitzgerald|Automotive,Energy,Technology|USA,China,Europe|earnings report,capex plans|||||||||Overweight|$510 price target,vehicle deliveries,FY26 capex|Cantor Fitzgerald remains bullish on Tesla, maintaining an Overweight rating with a $510 price target due to the company's strong performance in 4Q and growth in its Energy segment, despite some concerns over vehicle deliveries. The firm's focus on AI and robotics initiatives is seen as a potential long-term growth driver, albeit with limited short-term upside.|4.0|The sentiment is bullish based on Cantor Fitzgerald's positive outlook and price target for Tesla, highlighting growth in key segments. However, the caution regarding limited upside indicates some anxiety about the stock's current levels.|
2026-01-29|08:00:36|U.S. NOV FACTORY ORDERS +2.7% (CONSENSUS +1.6%)|29|||||U.S.|NOV FACTORY ORDERS|+2.7%|||||||||CONSENSUS +1.6%|U.S. factory orders for November increased by 2.7%, exceeding the consensus estimate of a 1.6% rise.|4.0|The better-than-expected increase in factory orders suggests robust economic activity, indicating a bullish sentiment in the market.|
2026-01-29|08:01:35|*US FINAL NOV. DURABLE GOODS RISE 5.3% M/M; PREV. -2.2%|30|||||US|Durable Goods Orders|Durable Goods Rise|||||||||5.3% M/M,-2.2%|The latest data reveals a significant increase in US durable goods orders, rising by 5.3% month-over-month, reversing the previous decline of 2.2%.|4.0|The positive shift in durable goods orders indicates robust economic activity, suggesting an expanding manufacturing sector, which is generally viewed as bullish for the economy.|
2026-01-29|08:21:35|SPOT GOLD  FALLS NEARLY 2% TO $5 280.99/OZ|31||||Commodity||||||Gold||||||Price|Spot gold has declined nearly 2%, now priced at $5,280.99 per ounce, reflecting bearish market conditions.|1.0|The significant drop in gold prices indicates a bearish sentiment in the commodity market, suggesting potential declines in future demand.|
2026-01-29|08:24:35|IRAN'S IRGC NAVAL FORCES WILL CARRY OUT LIVE-FIRE EXERCISES NEXT WEEK IN THE STRAIT OF HORMUZ -PRESS TV|32||||Military|Iran|live-fire exercises|||||||Strait of Hormuz|Press TV|||Iran's IRGC naval forces are scheduled to conduct live-fire exercises next week in the strategically important Strait of Hormuz, according to Press TV.|1.0|The announcement of military exercises in a critical region raises tensions and indicates potential geopolitical risks, contributing to a bearish sentiment.|
2026-01-29|08:31:35|TOP TRUMP ADMINISTRATION DEAL MAKER MICHAEL GRIMES RETURNS TO SILICON VALLEY - SEMAFOR|33||Trump Administration,Silicon Valley,Semafor|Michael Grimes|||return||||||||Semafor|||Michael Grimes, a prominent deal maker from the Trump Administration, is back in Silicon Valley according to Semafor.|3.0|The return of a notable figure generally has a neutral to slightly positive implication in the context of innovation and deal-making in Silicon Valley.|
2026-01-29|08:32:37|SENATE REPUBLICAN LEADER THUNE: SHUTDOWN TALKS GOING IN THE RIGHT DIRECTION|34|||Thune||United States|shutdown talks|||||||||||Senate Republican Leader Thune stated that shutdown talks are progressing positively, indicating potential avoidance of a government shutdown.|4.0|The statement reflects optimism regarding negotiations, which is generally viewed positively in the context of governance and market stability.|
2026-01-29|08:32:38|SPOT GOLD  EXTENDS LOSSES  LAST DOWN 4% TO $5 150.49/OZ|35|||||||gold price decrease|||gold||||||losses,down 4%|Spot gold prices have extended their losses, currently down 4% to $1,150.49 per ounce.|1.0|The significant drop in gold prices indicates a bearish trend in the market, reflecting negative sentiment among investors.|
2026-01-29|08:34:35|SPOT PALLADIUM FALLS FURTHER  LAST DOWN 8%|36||||Metals||Price Drop||||Palladium||||||Percentage Drop|Palladium prices continue to decline, currently down by 8%.|1.0|The significant drop in palladium prices indicates bearish market sentiment. A decline of this magnitude typically suggests negative investor outlook.|
2026-01-29|08:38:35|MEXICAN PRESIDENT SHEINBAUM: ON TRADE DEAL  THERE IS NOTHING CONCRETE BUT WE ARE PROGRESSING WELL|37|||SHEINBAUM|trade|Mexico|trade deal||trade|||||||||Mexican President Sheinbaum commented on the ongoing trade deal, noting that while there is no concrete agreement yet, progress is being made.|3.0|The statement reflects a neutral stance on the trade deal, indicating both progress and a lack of definitive outcomes.|
2026-01-29|08:47:35|NASDAQ FALLS TO OVER ONE-WEEK LOW  LAST DOWN 2.3%|38||||||NASDAQ FALLS||||||NASDAQ||||2.3%|The NASDAQ index has dropped to its lowest level in over a week, declining by 2.3%. This significant fall indicates a bearish trend in the market.|1.0|The decline of 2.3% suggests negative market sentiment, indicating a bearish outlook. The reference to a one-week low further emphasizes the downturn in the index.|
2026-01-29|08:56:36|BITCOIN  DROPS TO LOWEST SINCE EARLY DECEMBER  LAST DOWN 5.2% AT $84 649.43|39|BTC|||||price drop|||||Bitcoin|||||price,percentage drop|Bitcoin has fallen to its lowest level since early December, currently priced at $84,649.43 after a 5.2% decrease.|1.0|The significant drop in Bitcoin's price indicates bearish sentiment in the market. A decline of this magnitude suggests a lack of confidence among investors.|
2026-01-29|08:56:37|IRAN'S FOREIGN MINISTER SAYS EUROPE IS MAKING MAJOR STRATEGIC MISTAKE BY DESIGNATING IRAN'S REVOLUTIONARY GUARDS A 'TERRORIST ORGANISATION'|40|||IRAN'S FOREIGN MINISTER||IRAN|||DESIGNATING IRAN'S REVOLUTIONARY GUARDS A 'TERRORIST ORGANISATION'|||||||||Iran's Foreign Minister criticizes Europe for designating Iran's Revolutionary Guards as a terrorist organization, calling it a major strategic mistake.|1.0|The statement indicates a bearish sentiment towards the relationship between Iran and Europe, reflecting tension and potential conflict due to the designation of the Revolutionary Guards.|
2026-01-29|08:56:38|EU'S KALLAS: EU TODAY BLACKLISTED RUSSIA FOR RISK OF MONEY LAUNDERING|41|||Kallas|Financial Services|EU,Russia|blacklisted|||||||money laundering||||The EU, represented by Kallas, has officially blacklisted Russia due to concerns over potential money laundering activities.|1.0|The sentiment is bearish as the blacklisting indicates rising tensions and potential economic repercussions for Russia, reflecting negatively on the market.|
2026-01-29|09:14:37|GREER: SIGNS US-EL SALVADOR AGREEMENT ON RECIPROCAL TRADE|42|||GREER||US,El Salvador|SIGN AGREEMENT,RECIPROCAL TRADE|||||||||||GREER announced the signing of a reciprocal trade agreement between the US and El Salvador, potentially enhancing bilateral trade relations.|4.0|The signing of a trade agreement is generally seen as a positive development for economic relations, which contributes to a bullish sentiment.|
